id,orderId,userId,type,description,reportedAt,attachments,severity,status,resolvedAt,resolvedBy,issueRef
6c1f8eda-6e56-45fd-8d53-a71b7139c0cd,COM-26646,USR-1460,ArticleManquant,"sandwich manquant, veuillez résoudre immédiatement.",5/27/2025 14:19,image_1489.jpg,élevé,Résolu,5/28/2025 7:19,MOD-1,REF-673809
0c38a3fc-949e-4e83-9d22-3e061a3f3d8a,COM-82851,USR-8030,CommandeErronée,"Mauvais article livré, sandwich à la place de burger.",2/12/2025 14:19,,faible,Résolu,2/13/2025 2:19,MOD-3,REF-839357
6a954ab5-c98f-41a5-baa3-105eced94a69,COM-96779,USR-7313,NourritureEndommagée,"Tout était écrasé, expérience catastrophique.",4/22/2025 14:19,,élevé,Ouvert,,,REF-130242
48deadeb-2948-400e-9209-8a4bd3fe8757,COM-56259,USR-9866,MauvaiseQualité,"sushi était sans goût, totalement dégoûtant !",3/18/2025 14:19,,élevé,Résolu,3/19/2025 15:19,MOD-11,REF-177122
2b59b978-31c0-45b4-bafe-68f26788fe3d,COM-53694,USR-8349,MauvaiseQualité,"Très mauvaise qualité de pâtes, immangeable.",4/19/2025 14:19,image_7344.jpg,élevé,Ouvert,,,REF-718299
56b6a44a-e6e4-42fd-90e7-37f7b0cd6406,COM-65908,USR-3631,NourritureEndommagée,"La nourriture était écrasé, totalement immangeable.",10/16/2024 14:19,,élevé,Résolu,10/17/2024 5:19,MOD-18,REF-650329
80b8d84e-eef1-4a52-809f-1577f05dc01a,COM-41140,USR-2590,NourritureEndommagée,"frites est arrivé sans goût, besoin d'un remplacement.",5/1/2025 14:19,,faible,Escaladé,,,REF-703244
1f9b2b0a-c6c6-4eb4-b140-cdb366faaec4,COM-75211,USR-5390,MauvaiseQualité,"sushi était sans goût, totalement dégoûtant !",12/3/2024 14:19,image_9514.jpg,élevé,Ouvert,,,REF-134932
01fe2e78-32ed-4b11-a28b-c984bb13645a,COM-73939,USR-3907,MauvaiseQualité,"pizza avait un goût sans goût, expérience horrible.",11/9/2024 14:19,,élevé,Résolu,11/10/2024 16:19,MOD-12,REF-319309
0da94388-64ee-4297-a249-cedbf414a8b1,COM-18631,USR-9981,NourritureEndommagée,"Tout était brûlé, expérience catastrophique.",10/1/2024 14:19,image_3787.jpg,élevé,Escaladé,,,REF-286360
baf32f55-5ac9-4176-bf62-ee9100fd6094,COM-72767,USR-1118,LivraisonRetard,"Commande arrivée après 30 minutes, vraiment pas satisfait.",12/17/2024 14:19,image_7788.jpg,élevé,Ouvert,,,REF-169229
4fbca838-66db-4ee1-8f5f-582750360e67,COM-73852,USR-5375,MauvaiseQualité,"Très mauvaise qualité de frites, immangeable.",12/6/2024 14:19,,élevé,Résolu,12/7/2024 20:19,MOD-20,REF-801942
dbcb9cc8-748c-433e-9477-77524a46eea0,COM-29422,USR-3483,CommandeErronée,"Livré salade, mais je voulais sandwich, c'est inacceptable.",10/7/2024 14:19,,faible,Ouvert,,,REF-474155
6e29ce4a-35f3-4a31-9126-a7467a5350c1,COM-72294,USR-8738,MauvaiseQualité,"burger était brûlé, je ne commanderai plus.",12/16/2024 14:19,image_7047.jpg,faible,Résolu,12/18/2024 7:19,MOD-15,REF-985739
470dff84-fc4e-420a-833c-6661a878cdbe,COM-97220,USR-3996,MauvaiseQualité,"sandwich était froid, totalement dégoûtant !",7/1/2024 14:19,image_8409.jpg,élevé,Escaladé,,,REF-803694
a4640090-b177-48e1-ab9b-8638417aa6a1,COM-82637,USR-8756,NourritureEndommagée,"pizza était trempé, qualité inacceptable.",8/21/2024 14:19,,élevé,Escaladé,,,REF-703294
b84230af-55b7-4e3f-9b5b-97de36ef53df,COM-74157,USR-7777,ArticleManquant,"Manque pâtes, service médiocre.",12/9/2024 14:19,"image_9493.jpg,image_3728.jpg",moyen,Résolu,12/9/2024 22:19,MOD-10,REF-263954
cdaa4ea4-b774-4c74-bcf2-216c4f89af9b,COM-88624,USR-8609,CommandeErronée,"Erreur sur ma commande : sushi au lieu de frites, très agaçant.",6/27/2025 14:19,,moyen,Ouvert,,,REF-944479
3b66b04e-61ad-4f3d-9f3e-27bfc86eceef,COM-47745,USR-1909,NourritureEndommagée,"frites livré gâté, c'est scandaleux et dangereux !",4/15/2025 14:19,image_2562.jpg,élevé,Ouvert,,,REF-215067
757c642f-568c-4c2e-8846-314d66dd21a5,COM-38494,USR-6753,LivraisonRetard,"Commande arrivée après 90 minutes, vraiment pas satisfait.",12/21/2024 14:19,image_3218.jpg,élevé,Ouvert,,,REF-147325
ae712df2-6165-4ddd-953c-a49733517ca8,COM-92863,USR-8519,ArticleManquant,"Il manque salade dans ma commande, très décevant.",5/24/2025 14:19,,moyen,Escaladé,,,REF-537755
acdcf6c3-f6b1-4943-90dd-cf1e718f4080,COM-16323,USR-7034,MauvaiseQualité,"burger était écrasé, totalement dégoûtant !",9/1/2024 14:19,image_2884.jpg,élevé,Résolu,9/3/2024 0:19,MOD-11,REF-820765
834cfd1f-284a-4258-8b18-6dd611e15490,COM-39720,USR-4698,CommandeErronée,"Commande erronée livrée, j'ai eu salade et non frites.",9/29/2024 14:19,,faible,Résolu,9/29/2024 16:19,MOD-2,REF-784855
c4247502-9003-4636-9496-8ce1296eaa1f,COM-81567,USR-6593,CommandeErronée,"Erreur sur ma commande : frites au lieu de sushi, très agaçant.",9/25/2024 14:19,"image_4956.jpg,image_3836.jpg",élevé,Escaladé,,,REF-643562
3796a0ea-01b7-4b04-aee3-183bdcddcbbc,COM-51195,USR-5625,MauvaiseQualité,"Qualité médiocre de sandwich, très frustrant.",2/25/2025 14:19,,moyen,Escaladé,,,REF-836330
97e15f42-79f8-40df-84d6-67f7151f3ff5,COM-88849,USR-1954,MauvaiseQualité,"Très mauvaise qualité de sushi, immangeable.",11/1/2024 14:19,,élevé,Escaladé,,,REF-695957
8c58a8db-78a6-4270-bb91-b130c79a1d8e,COM-55221,USR-1772,CommandeErronée,"J'ai commandé pâtes, mais j'ai reçu sandwich.",8/30/2024 14:19,,faible,Ouvert,,,REF-825883
6c1dda47-97e9-4438-bc6e-638f8ac19d60,COM-10524,USR-6793,ArticleManquant,"Il manque burger dans ma commande, très décevant.",6/10/2025 14:19,,moyen,Résolu,6/10/2025 15:19,MOD-7,REF-489020
a1f40ee6-54dd-4c21-ab89-14636aeb2a79,COM-74268,USR-1662,ArticleManquant,"Je n'ai pas reçu salade, besoin d'un remboursement.",9/13/2024 14:19,image_2686.jpg,faible,Escaladé,,,REF-345398
4f1c680b-e5a4-4318-bdf4-54130bc53147,COM-89666,USR-2183,LivraisonRetard,"J'ai attendu 30 minutes pour ma commande, très frustrant.",3/21/2025 14:19,image_6629.jpg,élevé,Ouvert,,,REF-749269
60a5466c-629c-4265-a608-17f0a6af21a0,COM-32386,USR-8330,MauvaiseQualité,"Qualité médiocre de pizza, très frustrant.",11/12/2024 14:19,,moyen,Ouvert,,,REF-867201
afa42448-225e-4b9c-a010-f57206fa21b8,COM-69934,USR-6626,NourritureEndommagée,"La nourriture était brûlé, totalement immangeable.",1/2/2025 14:19,,élevé,Escaladé,,,REF-337310
31d16ab9-c93d-41aa-9a75-31dc3cd97820,COM-25723,USR-5362,CommandeErronée,J'ai reçu pâtes au lieu de pizza.,12/17/2024 14:19,,faible,Ouvert,,,REF-425331
b3c4fbea-5d40-45b2-897a-a0446a706068,COM-82842,USR-3285,CommandeErronée,"Mauvais article livré, sandwich à la place de pâtes.",11/27/2024 14:19,,faible,Escaladé,,,REF-778131
1a8f7468-c96a-4374-8343-7ba044dc2997,COM-49816,USR-4570,MauvaiseQualité,"sushi était gâté, totalement dégoûtant !",8/7/2024 14:19,,élevé,Résolu,8/8/2024 3:19,MOD-13,REF-229921
921cd2d1-4d32-497d-8390-e6e0f2175fc4,COM-39451,USR-2416,NourritureEndommagée,"Tout était froid, expérience catastrophique.",7/10/2024 14:19,,élevé,Ouvert,,,REF-434820
85360cac-af3f-4830-afe2-32705b74111b,COM-64774,USR-5957,LivraisonRetard,"Retard de 30 minutes, c'est scandaleux et dérangeant !",10/24/2024 14:19,,moyen,Ouvert,,,REF-674472
1a924670-0b71-4672-b810-779c9c3823f4,COM-24203,USR-2013,CommandeErronée,"Livré pizza, mais je voulais sandwich, c'est inacceptable.",9/2/2024 14:19,,faible,Escaladé,,,REF-395143
9f99fd99-157e-4046-8b12-74afbc5735f2,COM-30985,USR-9896,ArticleManquant,"Pas de salade, c'est inacceptable et frustrant !",4/28/2025 14:19,image_6881.jpg,élevé,Résolu,4/29/2025 23:19,MOD-12,REF-206218
da9920ec-4b80-408a-93e1-1adee73d8b49,COM-26913,USR-9001,LivraisonRetard,"J'ai attendu 2 heures pour ma commande, très frustrant.",10/26/2024 14:19,"image_7587.jpg,image_1264.jpg",élevé,Escaladé,,,REF-869959
6775e14d-7ac1-48bf-9239-2ded003395ad,COM-28542,USR-8201,ArticleManquant,"Pas de salade, c'est inacceptable et frustrant !",12/20/2024 14:19,image_1084.jpg,élevé,Ouvert,,,REF-289322
cd86933e-f82b-4640-9729-c3ad680dfeda,COM-59508,USR-8271,LivraisonRetard,"J'ai attendu 1 heure pour ma commande, très frustrant.",7/2/2024 14:19,,moyen,Escaladé,,,REF-544060
0469ad19-e5e6-4777-acb6-89e300cee391,COM-18504,USR-1134,MauvaiseQualité,"pizza était sans goût, totalement dégoûtant !",6/6/2025 14:19,image_2103.jpg,élevé,Ouvert,,,REF-368860
a6b981fd-fb09-4333-9fcb-dc398fecbd34,COM-27382,USR-9956,LivraisonRetard,"Commande arrivée après 30 minutes, vraiment pas satisfait.",4/14/2025 14:19,"image_2347.jpg,image_7861.jpg",élevé,Escaladé,,,REF-924177
20ddd398-ac02-477f-833d-4d599318077b,COM-81388,USR-9032,MauvaiseQualité,"Qualité médiocre de sushi, très frustrant.",10/2/2024 14:19,,moyen,Résolu,10/4/2024 2:19,MOD-15,REF-636685
072d3a82-ecee-4e37-bcaa-33685be0c6ab,COM-72400,USR-3965,NourritureEndommagée,"frites était sans goût, qualité inacceptable.",7/10/2024 14:19,,élevé,Ouvert,,,REF-311634
c53478b7-9cf2-4e20-a9c8-ff7e8285cf34,COM-91240,USR-2224,NourritureEndommagée,"La nourriture était écrasé, totalement immangeable.",1/6/2025 14:19,image_7437.jpg,élevé,Ouvert,,,REF-691001
b471bc2d-1862-4a2b-a584-f7a19f4bb789,COM-41594,USR-8433,ArticleManquant,"Commande incomplète, sushi non livré.",11/25/2024 14:19,,faible,Ouvert,,,REF-715279
62f96542-01c3-47f6-b565-7b29d995224a,COM-26109,USR-2938,LivraisonRetard,"La nourriture est arrivée avec 90 minutes de retard, service décevant.",4/16/2025 14:19,image_8295.jpg,élevé,Escaladé,,,REF-746059
0183ae98-57b8-4f79-a0f2-2256b31da5ac,COM-65803,USR-3414,LivraisonRetard,"La nourriture est arrivée avec 2 heures de retard, service décevant.",2/16/2025 14:19,image_4397.jpg,élevé,Ouvert,,,REF-103070
a7f22317-9720-4a5e-992b-8d794746eab8,COM-11180,USR-2613,MauvaiseQualité,"pâtes était froid, je ne commanderai plus.",5/24/2025 14:19,"image_3640.jpg,image_7174.jpg",moyen,Ouvert,,,REF-121679
4b68b879-9ecf-4b1e-ad1d-4bb616094a24,COM-47839,USR-4699,MauvaiseQualité,"salade avait un goût gâté, expérience horrible.",9/11/2024 14:19,,élevé,Résolu,9/12/2024 4:19,MOD-4,REF-946341
a7b3ef51-3e80-430d-aade-3f77f279d8f2,COM-56885,USR-1561,ArticleManquant,"Commande incomplète, burger non livré.",5/15/2025 14:19,,faible,Ouvert,,,REF-994668
525cdc72-5de6-4d38-8510-972b52778e6a,COM-91841,USR-9389,NourritureEndommagée,"Tout était sans goût, expérience catastrophique.",12/20/2024 14:19,,élevé,Ouvert,,,REF-335960
2d9acf28-a0fc-45ae-8dbb-9d86cb27eb76,COM-37952,USR-7697,ArticleManquant,"Commande incomplète, pizza non livré.",5/16/2025 14:19,image_5760.jpg,faible,Résolu,5/18/2025 12:19,MOD-9,REF-136005
b835c2d8-b16d-4b46-bd11-fb1a45e3f00e,COM-52827,USR-6682,CommandeErronée,"Livré sandwich, mais je voulais sandwich, c'est inacceptable.",4/6/2025 14:19,,faible,Résolu,4/7/2025 13:19,MOD-4,REF-608007
ddbdef53-6f15-4965-bf5b-46bd152e4c02,COM-90211,USR-5434,MauvaiseQualité,"Très mauvaise qualité de frites, immangeable.",9/15/2024 14:19,,élevé,Ouvert,,,REF-136055
115dfeeb-c65e-4a2f-804a-83fbaf4c79c8,COM-26328,USR-5221,NourritureEndommagée,"burger était sans goût, qualité inacceptable.",8/3/2024 14:19,image_3605.jpg,élevé,Escaladé,,,REF-384306
e65505d8-ac10-4688-a2c2-8cd020c56252,COM-63383,USR-8810,ArticleManquant,"Il manque pâtes dans ma commande, très décevant.",7/20/2024 14:19,image_5753.jpg,élevé,Résolu,7/21/2024 0:19,MOD-4,REF-497887
90835601-afa9-4629-869e-bdc09992467f,COM-98221,USR-7907,LivraisonRetard,"La commande a été livrée avec 2 heures de retard, la nourriture était froide.",3/19/2025 14:19,image_9818.jpg,élevé,Ouvert,,,REF-799641
ce72ce7e-a008-4f98-9784-ce4266026006,COM-78189,USR-1295,MauvaiseQualité,"salade avait un goût brûlé, expérience horrible.",12/14/2024 14:19,,élevé,Ouvert,,,REF-304324
501e42f0-1918-4784-8a81-984162286b38,COM-69097,USR-7409,LivraisonRetard,"J'ai attendu 90 minutes pour ma commande, très frustrant.",11/6/2024 14:19,image_7547.jpg,élevé,Résolu,11/7/2024 3:19,MOD-13,REF-738792
2ef65d3e-bd6d-48c6-9e86-e457869fb066,COM-54724,USR-3434,NourritureEndommagée,"frites est arrivé écrasé, besoin d'un remplacement.",6/28/2024 14:19,,faible,Escaladé,,,REF-955919
f075f327-1519-49af-8939-7276f86a6742,COM-62136,USR-2274,MauvaiseQualité,"Très mauvaise qualité de salade, immangeable.",8/26/2024 14:19,image_9780.jpg,élevé,Escaladé,,,REF-123458
adf8f86c-b75f-4cf7-ba8a-4d1cfa0cb82d,COM-83536,USR-9646,LivraisonRetard,"Commande arrivée après 30 minutes, vraiment pas satisfait.",11/5/2024 14:19,,moyen,Résolu,11/7/2024 3:19,MOD-4,REF-328789
c0fd76fe-9fb9-428b-b67a-b815483d0ec9,COM-90920,USR-1560,MauvaiseQualité,"pâtes était trempé, totalement dégoûtant !",5/3/2025 14:19,image_5627.jpg,élevé,Résolu,5/5/2025 14:19,MOD-11,REF-284052
5d2cef14-7bc0-4ab4-8aa2-92f05fdc3bcc,COM-25196,USR-2017,NourritureEndommagée,"Tout était écrasé, expérience catastrophique.",10/9/2024 14:19,image_1823.jpg,élevé,Escaladé,,,REF-242867
a736a652-3960-43cc-b546-d5ad47481d2f,COM-60003,USR-2790,CommandeErronée,"Mauvais article livré, frites à la place de sandwich.",4/6/2025 14:19,,faible,Résolu,4/8/2025 4:19,MOD-3,REF-368399
71971885-8bd4-4fa8-a4a8-3928232a2cb1,COM-34722,USR-6295,NourritureEndommagée,"pâtes est arrivé écrasé, besoin d'un remplacement.",7/3/2024 14:19,"image_5746.jpg,image_3267.jpg",faible,Ouvert,,,REF-730762
ac07adf3-040a-4393-8835-ece74572c605,COM-61462,USR-5144,LivraisonRetard,"La commande a été livrée avec 90 minutes de retard, la nourriture était froide.",9/10/2024 14:19,,moyen,Ouvert,,,REF-237767
3bc48b53-05b0-4c41-9730-0ade58339672,COM-48583,USR-1575,NourritureEndommagée,"pizza livré froid, c'est scandaleux et dangereux !",1/2/2025 14:19,image_9670.jpg,élevé,Ouvert,,,REF-961974
1bd51690-feac-4fa4-ae83-dd5852e0b302,COM-44821,USR-6808,NourritureEndommagée,"La commande était brûlé, très déçu.",8/7/2024 14:19,image_3032.jpg,faible,Ouvert,,,REF-854765
eba64bad-9763-4287-9acc-3785792dc217,COM-99228,USR-4100,NourritureEndommagée,"La commande était brûlé, très déçu.",11/14/2024 14:19,,faible,Escaladé,,,REF-917706
c9c9dec6-afe6-460c-b83e-077283da385f,COM-40816,USR-2395,ArticleManquant,"Commande incomplète, pâtes non livré.",2/8/2025 14:19,,faible,Escaladé,,,REF-323668
cd5a5b13-34c1-481e-99c1-fd5d18e50d40,COM-44670,USR-9164,CommandeErronée,J'ai reçu pizza au lieu de pizza.,10/25/2024 14:19,image_8860.jpg,faible,Résolu,10/27/2024 12:19,MOD-1,REF-625526
7ee33a86-59f7-4ea1-9e05-67add589d54c,COM-34574,USR-9480,ArticleManquant,"Pas de sandwich, c'est inacceptable et frustrant !",1/25/2025 14:19,,moyen,Escaladé,,,REF-504933
a410165f-d0a8-4b15-b757-0fae3ff833ce,COM-93442,USR-6918,MauvaiseQualité,"frites avait un goût froid, expérience horrible.",7/18/2024 14:19,image_6861.jpg,élevé,Escaladé,,,REF-580167
9ec51267-8b55-412d-9ecd-04fd5321ecb1,COM-76986,USR-8403,NourritureEndommagée,"La nourriture était brûlé, totalement immangeable.",8/14/2024 14:19,image_9221.jpg,élevé,Ouvert,,,REF-564813
36bf7955-e500-419d-80e4-20d72e9677e9,COM-78676,USR-6338,MauvaiseQualité,"frites était écrasé, totalement dégoûtant !",1/7/2025 14:19,,élevé,Ouvert,,,REF-398645
3bfc1e92-0414-41d4-a694-fa81bec93ae4,COM-28544,USR-6970,MauvaiseQualité,"salade était froid, je ne commanderai plus.",9/19/2024 14:19,,faible,Escaladé,,,REF-340540
cb0bce53-6c47-4b36-a30f-4e39b68e0528,COM-63483,USR-2730,LivraisonRetard,"Commande arrivée après 1 heure, vraiment pas satisfait.",6/27/2024 14:19,image_7843.jpg,élevé,Résolu,6/27/2024 21:19,MOD-13,REF-648111
a453134b-728f-4361-8776-efd1c75fe93b,COM-84813,USR-2698,ArticleManquant,"Pas de sandwich, c'est inacceptable et frustrant !",6/4/2025 14:19,image_8945.jpg,élevé,Escaladé,,,REF-513058
11cd657a-a9c4-401e-abc7-f1134fa824be,COM-79396,USR-7278,MauvaiseQualité,"Très mauvaise qualité de burger, immangeable.",8/26/2024 14:19,image_1705.jpg,élevé,Escaladé,,,REF-366335
ba96a365-280b-4427-9e2f-367be4c3da42,COM-53145,USR-2624,CommandeErronée,"Mauvais article livré, pâtes à la place de sushi.",2/27/2025 14:19,,faible,Escaladé,,,REF-179650
21e879b3-6622-4ea9-8ba6-87b5cc04c654,COM-36248,USR-5666,LivraisonRetard,"J'ai attendu 30 minutes pour ma commande, très frustrant.",11/20/2024 14:19,,moyen,Résolu,11/22/2024 1:19,MOD-13,REF-290082
18004a9a-d975-49a9-8385-d5e12c48b122,COM-29421,USR-5716,LivraisonRetard,"J'ai attendu 1 heure pour ma commande, très frustrant.",1/5/2025 14:19,,moyen,Résolu,1/6/2025 8:19,MOD-10,REF-649202
b0920755-f9e5-4b38-8ab8-0df7ef4f774c,COM-62353,USR-5652,ArticleManquant,"Il manque pâtes dans ma commande, très décevant.",2/1/2025 14:19,image_8270.jpg,élevé,Ouvert,,,REF-168828
210dff8d-e5f4-4ee1-8946-aa2c82835bed,COM-57813,USR-4833,CommandeErronée,"Mauvais article livré, burger à la place de frites.",10/20/2024 14:19,image_7510.jpg,faible,Résolu,10/21/2024 3:19,MOD-17,REF-976372
b083fbdf-a415-4ea1-a801-aaaa829899db,COM-77013,USR-4375,LivraisonRetard,"Livraison retardée de 1 heure, totalement inacceptable !",3/31/2025 14:19,,moyen,Résolu,3/31/2025 16:19,MOD-8,REF-770437
163e23fa-fd48-4c55-b0ca-3b56aabf1e14,COM-70844,USR-4744,NourritureEndommagée,"pâtes livré gâté, c'est scandaleux et dangereux !",7/2/2024 14:19,,élevé,Escaladé,,,REF-645256
50704bd5-236c-4ddb-9a0c-bc5b5cab9acd,COM-15987,USR-5206,NourritureEndommagée,"Tout était sans goût, expérience catastrophique.",11/1/2024 14:19,,élevé,Résolu,11/1/2024 22:19,MOD-13,REF-193790
789f55e2-d8bf-4d9e-abe9-410d42eede28,COM-67106,USR-8280,CommandeErronée,"Commande erronée livrée, j'ai eu frites et non frites.",2/27/2025 14:19,image_5073.jpg,faible,Escaladé,,,REF-895163
bf112146-8996-4ff6-96a7-ce2a61c26608,COM-84987,USR-2953,MauvaiseQualité,"pizza avait un goût froid, expérience horrible.",1/15/2025 14:19,image_2358.jpg,élevé,Résolu,1/16/2025 12:19,MOD-2,REF-260174
dde24362-2047-41f6-8b3e-34ddbe82ed33,COM-49628,USR-5694,MauvaiseQualité,"sushi était écrasé, totalement dégoûtant !",5/29/2025 14:19,,élevé,Ouvert,,,REF-718955
1d786d3b-09b6-4a53-8ed5-dd0c797eb133,COM-86997,USR-7707,CommandeErronée,J'ai reçu sushi au lieu de pâtes.,5/12/2025 14:19,image_9321.jpg,faible,Escaladé,,,REF-831406
8e9cc039-6b4d-4b73-a72c-e790bd9d04ee,COM-81261,USR-7849,MauvaiseQualité,"pâtes était sans goût, totalement dégoûtant !",3/14/2025 14:19,image_2163.jpg,élevé,Escaladé,,,REF-942401
1e9145df-bf1c-4d34-b868-2924cb18a519,COM-13314,USR-9516,ArticleManquant,"Commande incomplète, pâtes non livré.",2/28/2025 14:19,,faible,Résolu,2/28/2025 18:19,MOD-9,REF-992348
3d2f5421-d238-4cea-ac21-0f2a111dc93a,COM-96180,USR-5578,NourritureEndommagée,"sandwich était écrasé, qualité inacceptable.",6/27/2025 14:19,,élevé,Résolu,6/28/2025 2:19,MOD-9,REF-261436
3f2ac528-a7d8-4d98-820d-0bcdaa3851d7,COM-14706,USR-8604,NourritureEndommagée,"Tout était gâté, expérience catastrophique.",2/4/2025 14:19,,élevé,Ouvert,,,REF-107932
840530c9-cbc6-46b3-9cbd-5d4c62b26649,COM-16427,USR-9452,LivraisonRetard,"Retard de 2 heures, c'est scandaleux et dérangeant !",11/15/2024 14:19,,élevé,Escaladé,,,REF-426223
8ff0cdae-285c-49d8-ae3b-8029326de8c0,COM-10897,USR-4779,MauvaiseQualité,"pâtes était gâté, je ne commanderai plus.",6/22/2025 14:19,image_3541.jpg,élevé,Ouvert,,,REF-859343
a3266c4d-5da4-4f17-a7ce-6950a55b81db,COM-40836,USR-5712,CommandeErronée,"Mauvais article livré, sushi à la place de pizza.",3/28/2025 14:19,image_9976.jpg,faible,Résolu,3/30/2025 8:19,MOD-5,REF-747847
b3840de7-6480-4096-8807-263d402510d9,COM-14741,USR-6787,CommandeErronée,J'ai reçu salade au lieu de frites.,11/4/2024 14:19,,faible,Ouvert,,,REF-261383
dad5b46c-3b1d-47b0-895d-2dc38aa64214,COM-78280,USR-3543,ArticleManquant,"pâtes manquant, veuillez résoudre immédiatement.",6/23/2025 14:19,,moyen,Escaladé,,,REF-844332
ff3820a6-0d4f-46ed-8e28-30ad99cf3446,COM-72413,USR-9647,MauvaiseQualité,"La nourriture était trempé, pas à la hauteur.",6/22/2025 14:19,image_8109.jpg,faible,Résolu,6/22/2025 22:19,MOD-18,REF-555146
e72a8844-2a5c-4c10-8e22-c69263b9f264,COM-33234,USR-2243,NourritureEndommagée,"salade était brûlé, qualité inacceptable.",8/27/2024 14:19,image_7770.jpg,élevé,Ouvert,,,REF-353581
e90058d5-adc0-4e16-a515-a8b890f0a60f,COM-19861,USR-3113,NourritureEndommagée,"La nourriture était écrasé, totalement immangeable.",7/11/2024 14:19,,élevé,Résolu,7/12/2024 14:19,MOD-13,REF-662434
1a784d89-aee1-4da7-8f99-e7717ecf2c88,COM-26896,USR-2161,NourritureEndommagée,"Tout était gâté, expérience catastrophique.",1/19/2025 14:19,,élevé,Résolu,1/21/2025 7:19,MOD-12,REF-876359
c6676106-16c9-4844-8908-0f75e2212616,COM-31403,USR-7976,CommandeErronée,J'ai reçu pizza au lieu de pizza.,12/23/2024 14:19,image_4444.jpg,faible,Résolu,12/23/2024 17:19,MOD-12,REF-835231
ca279291-7cbe-4cc4-9895-899071f4ac3d,COM-54832,USR-1036,LivraisonRetard,"La commande a été livrée avec 30 minutes de retard, la nourriture était froide.",2/1/2025 14:19,,faible,Résolu,2/2/2025 5:19,MOD-17,REF-105923
a919ab01-e350-4059-938b-cf04646f3868,COM-19355,USR-9200,LivraisonRetard,"Livraison retardée de 1 heure, totalement inacceptable !",5/24/2025 14:19,,moyen,Résolu,5/25/2025 3:19,MOD-17,REF-525977
b0bcac01-49cf-4549-9038-88c11188dcee,COM-33907,USR-1118,MauvaiseQualité,"salade avait un goût sans goût, expérience horrible.",2/9/2025 14:19,image_1590.jpg,élevé,Résolu,2/11/2025 5:19,MOD-11,REF-219366
072ce303-e5e0-4142-b73f-4ac2ef915c28,COM-64192,USR-4121,CommandeErronée,"Commande erronée livrée, j'ai eu sandwich et non burger.",10/13/2024 14:19,,faible,Résolu,10/14/2024 17:19,MOD-9,REF-746353
36690210-1126-4d6e-bd74-f8dba2ac4a4c,COM-69501,USR-1326,LivraisonRetard,"Commande arrivée après 1 heure, vraiment pas satisfait.",6/8/2025 14:19,,moyen,Résolu,6/9/2025 17:19,MOD-18,REF-860095
1a3c1399-84bc-425c-b953-415e38ff9c57,COM-97743,USR-9912,MauvaiseQualité,"sushi était trempé, je ne commanderai plus.",3/12/2025 14:19,image_3460.jpg,faible,Escaladé,,,REF-137648
2e11304c-10bf-4421-ab3c-a0a2f25acb4f,COM-49873,USR-8274,LivraisonRetard,"La commande a été livrée avec 90 minutes de retard, la nourriture était froide.",10/22/2024 14:19,image_6710.jpg,élevé,Ouvert,,,REF-633270
576ecb67-da37-4440-8440-438f7f8732df,COM-22080,USR-8535,CommandeErronée,"Mauvais article livré, sandwich à la place de sandwich.",3/10/2025 14:19,,faible,Résolu,3/12/2025 7:19,MOD-11,REF-371135
7eeb2e0b-7be5-4c69-a71f-dd42341f02b7,COM-48177,USR-1157,MauvaiseQualité,"Qualité médiocre de burger, très frustrant.",10/30/2024 14:19,,moyen,Résolu,10/31/2024 16:19,MOD-18,REF-546392
ad98d3d5-b0fe-4423-895e-5a6555640bcb,COM-63083,USR-8981,NourritureEndommagée,"Tout était trempé, expérience catastrophique.",11/10/2024 14:19,,élevé,Escaladé,,,REF-390903
f72a0b36-d60f-40db-a740-1c49ad478c3e,COM-57910,USR-5787,ArticleManquant,"Commande incomplète, burger non livré.",4/21/2025 14:19,,faible,Résolu,4/22/2025 0:19,MOD-4,REF-733563
2577dd2a-6fc0-4b49-9840-b1edd2c342d9,COM-67227,USR-8576,CommandeErronée,"J'ai commandé burger, mais j'ai reçu burger.",10/31/2024 14:19,,faible,Escaladé,,,REF-450440
4bec33e7-c5fd-4bd9-ab68-2a1c1b53a095,COM-20377,USR-8034,LivraisonRetard,"J'ai attendu 30 minutes pour ma commande, très frustrant.",9/18/2024 14:19,,moyen,Escaladé,,,REF-121326
76c9cbbc-ac29-49fe-b750-5806fb907b72,COM-29000,USR-2466,ArticleManquant,"Je n'ai pas reçu pizza, besoin d'un remboursement.",12/5/2024 14:19,,faible,Ouvert,,,REF-953592
45012808-4910-43f1-9606-977abe916414,COM-55766,USR-2669,ArticleManquant,"salade manquant, veuillez résoudre immédiatement.",12/12/2024 14:19,,moyen,Ouvert,,,REF-535723
4a621a53-6346-4514-a8e2-e83481af9aee,COM-66415,USR-2949,ArticleManquant,"burger manquant, veuillez résoudre immédiatement.",8/25/2024 14:19,image_5940.jpg,élevé,Ouvert,,,REF-528177
4f1ac0e5-0297-4e24-9edd-ce2a54820f25,COM-37454,USR-1339,LivraisonRetard,"La commande a été livrée avec 30 minutes de retard, la nourriture était froide.",7/3/2024 14:19,,faible,Escaladé,,,REF-753456
87a94a10-9f40-4478-903d-d6f9706bdea3,COM-63278,USR-9218,MauvaiseQualité,"La nourriture était gâté, pas à la hauteur.",7/2/2024 14:19,,élevé,Ouvert,,,REF-996907
